Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
1681,Was that story over?,False,,Phoebe,neutral,neutral,169,19,8,2,"00:12:46,849","00:12:48,641"
1682,The guy left this.,False,,Joey,neutral,neutral,169,20,8,2,"00:12:52,438","00:12:54,773"
1683,Oh my God! I know who the father is,True,surprise,Phoebe,surprise,negative,169,21,8,2,"00:12:54,940","00:12:59,194"
1684,People have got to finish their stories!,True,disgust,Monica,anger,negative,169,22,8,2,"00:13:03,449","00:13:06,367"
1691,No!,False,,Ross,anger,negative,171,0,6,10,"00:15:34,934","00:15:36,517"
1692,Me too!,True,neutral,Monica,joy,positive,171,1,6,10,"00:15:37,770","00:15:39,228"
1693,"Hey, when the music starts up again, I was thinking of maybe goind into the robot, yknow?",True,disgust,Ross,neutral,neutral,171,2,6,10,"00:15:40,147","00:15:44,859"
1694,"Ross, I think we should stick to the routine, we dont wanna look stupid!",False,,Monica,joy,positive,171,3,6,10,"00:15:47,988","00:15:51,783"
1695,Alright were back! Ten seconds left here we go! Ten! Nine! Eight! Seven!,False,,Director,joy,positive,171,4,6,10,"00:15:56,747","00:16:06,756"
1696,"Three, Two, One!",False,,All,neutral,neutral,171,5,6,10,"00:16:09,259","00:16:12,303"
1697,Cut!,False,,Director,neutral,neutral,171,6,6,10,"00:16:12,554","00:16:14,305"
1698,No! Year! Happy No Year!,False,,Joey,joy,positive,171,7,6,10,"00:16:16,517","00:16:21,145"
1699,"Okay, heres where we go to the live shot of Times Square, nice work everyone thats a wrap!",False,,Director,joy,positive,171,8,6,10,"00:16:22,690","00:16:26,145"
1703,"I see. Yknow umm, Phoebe makes sock bunnies.",False,,Chandler,neutral,neutral,173,0,6,17,"00:12:32,793","00:12:37,130"
1704,No!,False,,Monica,surprise,negative,173,1,6,17,"0:12:37,298","0:12:38,216"
1705,"No, she doesnt.",False,,Monica,neutral,neutral,173,2,6,17,"0:12:38,216","0:12:38,393"
1706,"Uh Phoebe, what she makesthats uhtheyre sock rabbits.",False,,Monica,neutral,neutral,173,3,6,17,"00:12:38,507","00:12:41,009"
1707,They are completely differentOkay!,False,,Monica,anger,negative,173,4,6,17,"0:12:41,177","0:12:42,846"
1708,Okay!,False,,Monica,surprise,negative,173,5,6,17,"0:12:42,846","0:12:43,568"
1709,Okay!,False,,Monica,surprise,negative,173,6,6,17,"0:12:43,568","0:12:43,828"
1710,I didnt make it!,False,,Monica,sadness,negative,173,7,6,17,"0:12:43,888","0:12:47,225"
1711,Im sorry!,False,,Monica,sadness,negative,173,8,6,17,"0:12:47,225","0:12:47,371"
1712,I totally forgot about tonight and the fact that were supposed to,False,,Monica,neutral,neutral,173,9,6,17,"00:12:43,888","00:12:49,768"
1713,"Oh, its okay. I dont",False,,Chandler,neutral,neutral,173,10,6,17,"0:12:49,935","0:12:51,562"
1714,"No-no, its not okay!",False,,Monica,sadness,negative,173,11,6,17,"0:12:51,562","0:12:52,397"
1715,Its not!,False,,Monica,sadness,negative,173,12,6,17,"0:12:52,397","0:12:53,005"
1716,I mean you were just Youre so incredible!,True,joy,Monica,sadness,negative,173,13,6,17,"00:12:53,063","00:12:54,564"
1717,You went through all this time and effort to make this tape for me!,False,,Monica,sadness,negative,173,14,6,17,"00:12:54,732","00:12:58,777"
1718,"Yknow Im just gonnaI, I am gonna make this up to you!",True,neutral,Monica,joy,positive,173,15,6,17,"0:12:59,612","0:13:02,454"
1719,I will!,True,neutral,Monica,sadness,negative,173,16,6,17,"0:13:02,454","0:13:03,304"
1720,I-I am going to,False,,Monica,neutral,neutral,173,17,6,17,"00:13:03,407","00:13:07,577"
1721,"Well, I did put a lot of thought in the tape.",False,,Chandler,neutral,neutral,173,18,6,17,"00:13:14,335","00:13:17,545"
1722,"No.  And then I called him, and he wasnt there.",False,,Rachel,neutral,neutral,174,0,3,15,"00:17:37,431","00:17:40,433"
1723,"Well, then hes, hes probably just, out.",False,,Mark,neutral,neutral,174,1,3,15,"00:17:40,601","00:17:42,268"
1724,"Oh, thank you thats very helpful, Im glad you came over.",False,,Rachel,neutral,neutral,174,2,3,15,"00:17:42,436","00:17:45,480"
1725,Hello.,False,,Rachel,neutral,neutral,174,3,3,15,"0:17:50,527","0:17:51,119"
1726,Hi! Its me.,False,,Ross,sadness,negative,174,4,3,15,"0:17:51,119","0:17:52,661"
1727,"Hi! Oh, Im so glad you called.",False,,Rachel,joy,positive,174,5,3,15,"00:17:53,155","00:17:56,491"
1728,"Really? Ive been thinking, this is crazy, I mean dont, dont you think we can work on this?",False,,Ross,sadness,negative,174,6,3,15,"00:17:56,658","00:17:59,994"
1729,"Hey, what do you want to drink?",False,,Mark,neutral,neutral,174,7,3,15,"00:18:00,996","00:18:02,705"
1730,Whos that?,False,,Ross,surprise,negative,174,8,3,15,"00:18:02,998","00:18:04,040"
1731,Nobody.,False,,Rachel,neutral,neutral,174,9,3,15,"00:18:05,667","00:18:07,126"
1732,Is it okay if I finish the apple juice?,False,,Mark,neutral,neutral,174,10,3,15,"00:18:07,795","00:18:10,338"
1733,Is that Mark?,False,,Ross,neutral,neutral,174,11,3,15,"00:18:11,006","00:18:12,090"
1734,"Umm, honey, look he just came over to....",False,,Rachel,neutral,neutral,174,12,3,15,"0:18:13,300","0:18:15,553"
1735,Yeah! Got it!,False,,Ross,anger,negative,174,13,3,15,"0:18:15,553","0:18:17,109"
1736,"Hey, dinosaur guy, look at you, so sad. Come dance.",False,,Chloe,neutral,neutral,174,14,3,15,"00:18:22,059","00:18:28,022"
1737,"Ah, thats okay, thanks.",True,neutral,Ross,sadness,negative,174,15,3,15,"00:18:25,270","00:18:28,022"
1738,"Hey, you dont have to smile. You just have to dance.",False,,Chloe,neutral,neutral,174,16,3,15,"00:18:28,315","00:18:32,527"
1739,"Look, I dont feel like dancing, I feel like having a drink. Okay?",False,,Ross,sadness,negative,174,17,3,15,"00:18:32,694","00:18:35,780"
1740,"Oh, okay.  Hey, two beers.",False,,Chloe,neutral,neutral,174,18,3,15,"00:18:35,948","00:18:38,533"
1741,You wanna go in the bedroom? Its a little more comfortable.,False,,Rachel,neutral,neutral,175,0,7,12,"00:07:55,975","00:07:58,810"
1742,Sure.,False,,Tag,neutral,neutral,175,1,7,12,"00:07:59,061","00:08:00,729"
1743,"Okay.  Oh wait! Umm, did you send those contracts to Milan?",False,,Rachel,surprise,positive,175,2,7,12,"00:08:02,273","00:08:05,609"
1744,If this is your idea of sexy talk?,False,,Tag,surprise,positive,175,3,7,12,"00:08:06,777","00:08:10,322"
1745,"No seriously, yknow the contracts I gave you, did you overnight them?",False,,Rachel,fear,negative,175,4,7,12,"00:08:10,490","00:08:13,074"
1746,What contracts?,False,,Tag,neutral,neutral,175,5,7,12,"00:08:13,242","00:08:14,242"
1747,Okay please tell me that this is just one of your jokes that you do that I dont get.,False,,Rachel,joy,positive,175,6,7,12,"00:08:14,410","00:08:18,246"
1748,Like what?,False,,Tag,neutral,neutral,175,7,7,12,"00:08:18,414","00:08:19,581"
1749,"Yknow, like the thing when you put the phone in your pants?",False,,Rachel,disgust,negative,175,8,7,12,"00:08:19,749","00:08:22,834"
1750,Tag!,False,,Rachel,anger,negative,175,9,7,12,"0:08:24,670","0:08:24,837"
1751,Im serious!,False,,Rachel,anger,negative,175,10,7,12,"0:08:24,837","0:08:26,649"
1752,This isnt funny!,False,,Rachel,anger,negative,175,11,7,12,"0:08:26,649","0:08:26,929"
1753,Those contracts absolutely had to go out today!,False,,Rachel,anger,negative,175,12,7,12,"00:08:27,089","00:08:29,633"
1754,"Rach, Im sorry, but you didnt give me any contracts!",False,,Tag,surprise,negative,175,13,7,12,"00:08:29,842","00:08:31,843"
1755,Yes I did! And I put a little,False,,Rachel,anger,negative,175,14,7,12,"00:08:32,094","00:08:35,138"
1756,"Im telling you, you never gave them to me.",False,,Tag,neutral,neutral,175,15,7,12,"00:08:44,440","00:08:46,274"
1757,"Yknow what Tag, if we went down to the office you would see those contracts sitting on your desk.",False,,Rachel,anger,negative,175,16,7,12,"00:08:46,442","00:08:51,154"
1758,"No, I would see you looking embarrassed because they are",False,,Tag,anger,negative,175,17,7,12,"00:08:51,364","00:08:55,450"
1759,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!,False,,Rachel,disgust,negative,175,18,7,12,"00:08:55,618","00:09:00,330"
1760,You wanna go down to the office right now?,True,surprise,Tag,neutral,neutral,175,19,7,12,"00:09:01,374","00:09:03,458"
1761,"No! Come on its late, were not gonna go down to the office.",False,,Rachel,anger,negative,175,20,7,12,"00:09:03,626","00:09:06,836"
1762,Okay I understand.  I wouldnt want to be proved wrong either.,True,neutral,Tag,neutral,neutral,175,21,7,12,"00:09:07,046","00:09:10,840"
1763,Okay get your coat!  Oh! When did you unhook this?  Nice work!,False,,Rachel,joy,positive,175,22,7,12,"00:09:14,512","00:09:18,557"
1783,"...I'm, I'm okay.",False,,Chandler,neutral,neutral,180,0,1,20,"00:22:02,779","00:22:05,406"
1784,"That sounds good. I'll call you- or you call me, whatever...",False,,Chandler,neutral,neutral,180,1,1,20,"00:22:08,618","00:22:11,620"
1785,Okay.,False,,Chandler,neutral,neutral,180,2,1,20,"00:22:13,123","00:22:14,498"
1786,Bye.,False,,All,neutral,neutral,180,3,1,20,"00:22:14,666","00:22:16,584"
1787,Whoo-hoo!,False,,Phoebe,joy,positive,180,4,1,20,"0:22:18,420","0:22:18,754"
1788,"Yeah, there you go!",False,,Monica,joy,positive,180,5,1,20,"0:22:18,754","0:22:20,108"
1789,Second date!,False,,Ross,joy,positive,180,6,1,20,"00:22:20,213","00:22:22,006"
1790,...I dunno.,True,fear,Chandler,neutral,neutral,180,7,1,20,"00:22:22,174","00:22:23,924"
1792,"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay?",False,,Chandler,anger,negative,180,8,1,20,"00:22:25,469","00:22:32,808"
1793,"I mean,... how needy is that?",False,,Chandler,disgust,negative,180,9,1,20,"00:22:29,389","00:22:32,808"
1794,Remember when you where a kid and your Mom would drop you off at the movies with a jar of jam and a little spoon?,False,,Joey,neutral,neutral,181,0,3,3,"00:08:21,626","00:08:28,423"
1795,You're so pretty.,False,,Rachel,joy,positive,181,1,3,3,"00:08:31,594","00:08:33,345"
1796,Hi!,False,,Phoebe,joy,positive,181,2,3,3,"0:08:38,434","0:08:40,186"
1797,"Hey, Phoebe.",True,surprise,All,neutral,neutral,181,3,3,3,"0:08:40,186","0:08:40,450"
1798,"Hey, oh, you know that guy who's been following me? I talked to him today.",False,,Phoebe,neutral,neutral,181,4,3,3,"00:08:40,561","00:08:44,314"
1799,You talked to him. Are you crazy?,False,,Joey,surprise,negative,181,5,3,3,"00:08:44,482","00:08:47,150"
1810,Can I help you?,False,,Female Clerk,neutral,neutral,183,0,6,22,"00:13:39,068","00:13:40,179"
1811,"Uh yeah, where-wheres the guy who decides whos pictures go up on the wall?",False,,Joey,neutral,neutral,183,1,6,22,"00:13:40,227","00:13:44,280"
1812,Hes not here right now.,False,,Female Clerk,neutral,neutral,183,2,6,22,"0:13:44,448","0:13:45,590"
1813,"Oh, youre kidding me!",True,anger,Joey,anger,negative,183,3,6,22,"0:13:45,590","0:13:47,500"
1814,"All-all right, well make sure you tell him that Joey Tribbiani stopped by to drop off all of these clothes.",False,,Joey,neutral,neutral,183,4,6,22,"00:13:47,618","00:13:51,746"
1815,Okay?,False,,Joey,neutral,neutral,183,5,6,22,"0:13:51,914","0:13:52,457"
1816,Im an actor. Im kinda getting my picture up there on the wall.,False,,Joey,neutral,neutral,183,6,6,22,"0:13:52,457","0:13:55,095"
1817,"Yknow, there are two people who could put your picture up there.",False,,Female Clerk,neutral,neutral,183,7,6,22,"00:13:55,209","00:13:59,337"
1818,"Oh really? Well, maybe you and I go out for drinks?  Youre the other one right?",False,,Joey,neutral,neutral,183,8,6,22,"00:13:59,713","00:14:07,929"
1819,"Yeah, and it really freaked me out! And after a while I even tried to hurt you and it just spurred you on.",True,sadness,Phoebe,sadness,negative,184,0,8,14,"00:14:28,640","00:14:33,760"
1820,What?! Youre crazy! Theres nothing sexual about the noises I make!,False,,Monica,surprise,positive,184,1,8,14,"00:14:34,000","00:14:37,960"
1822,Theres nothing sexual about this?,True,anger,Phoebe,anger,negative,184,2,8,14,"00:14:34,000","00:14:37,960"
1824,Oo God!,True,sadness,Phoebe,sadness,negative,184,3,8,14,"00:14:41,160","00:14:43,520"
1828,What are you looking at?!,True,anger,Phoebe,anger,negative,184,4,8,14,"00:14:46,280","00:14:49,280"
1829,I mean hi.,False,,Phoebe,neutral,neutral,184,5,8,14,"00:14:49,600","00:14:51,000"
1830,"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",True,fear,Monica,fear,negative,184,6,8,14,"00:15:00,000","00:15:03,480"
1831,"No, you cant let this stop you from getting massages!",True,sadness,Phoebe,sadness,negative,184,7,8,14,"00:15:03,680","00:15:06,600"
1832,"No look, I have, I have lots of clients that make the same noises you do!",True,neutral,Phoebe,neutral,neutral,184,8,8,14,"00:15:06,840","00:15:10,240"
1833,Really?!,False,,Monica,surprise,negative,184,9,8,14,"00:15:10,440","00:15:12,920"
1834,"Well not clients, lovers. But lets just yknow, try it again. Come back and-and well work through it.",False,,Phoebe,neutral,neutral,184,10,8,14,"00:15:10,440","00:15:19,160"
1835,Are you sure?,True,surprise,Monica,surprise,positive,184,11,8,14,"0:15:19,360","0:15:20,120"
1836,Yes.,False,,Phoebe,neutral,neutral,184,12,8,14,"0:15:20,120","0:15:22,142"
1837,I guess.,False,,Monica,neutral,neutral,184,13,8,14,"00:15:22,280","00:15:26,320"
1838,"Great! Okay, if youll just excuse me.  So, did you hear something you liked?",False,,Phoebe,joy,positive,184,14,8,14,"00:15:26,560","00:15:30,080"
1854,"Thanks for the coffee, or bedankt voor de koffie, Gunter.",False,,Ross,neutral,neutral,185,0,8,7,"00:09:46,169","00:09:51,339"
1855,"Yeah, were done.",False,,Ross,neutral,neutral,185,1,8,7,"00:10:00,616","00:10:01,391"
1856,Ezel? Ezel? Ezel?,True,surprise,Ross,surprise,negative,185,2,8,7,"00:10:05,563","00:10:08,440"
1857,"Hey Ross! Listen, do you want to go see that new Imax movie on tide pools?",True,joy,Joey,joy,positive,185,3,8,7,"00:10:09,191","00:10:14,404"
1858,Really?!,False,,Ross,surprise,negative,185,4,8,7,"00:10:14,572","00:10:17,032"
1859,"No. But I got Knicks tickets for you, me, and Chandler.",False,,Joey,neutral,neutral,185,5,8,7,"00:10:18,576","00:10:21,453"
1860,Sweet!,False,,Ross,joy,positive,185,6,8,7,"0:10:21,621","0:10:22,331"
1861,"All right, well finish your coffee; lets go.",False,,Joey,neutral,neutral,185,7,8,7,"0:10:22,331","0:10:24,552"
1866,"So it's down to these two, Nancy I know you like this one and I think I agree. Rachel, what do you think?",False,,Kim,neutral,neutral,187,0,5,18,"00:04:52,250","00:04:59,089"
1867,"Well umm, that one is pretty but uh, I just, I just love this fabric  Sorry.",False,,Rachel,neutral,neutral,187,1,5,18,"00:04:59,257","00:05:05,512"
1868,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",False,,Kim,neutral,neutral,187,2,5,18,"00:05:05,680","00:05:11,82"
1869,"She is kidding, but don't ever disagree with her again. Okay, now I'm kidding!",True,disgust,Nancy,joy,positive,187,3,5,18,"00:05:12,020","00:05:17,441"
1870,"Oh, what a fun office.",True,neutral,Rachel,joy,positive,187,4,5,18,"00:05:17,608","00:05:19,693"
1871,"I don't know which one, but I do know I need a cigarette.",False,,Kim,neutral,neutral,187,5,5,18,"00:05:20,945","00:05:24,239"
1872,"So what do you say we take a break, we go outside, and we'll figure this out when we come back?",False,,Kim,neutral,neutral,187,6,5,18,"00:05:24,407","00:05:28,243"
1873,Rachel? Do you smoke?,False,,Kim,neutral,neutral,187,7,5,18,"00:05:31,497","00:05:33,874"
1874,"Oh no, my dad's a doctor and he would always tell me just horror storiesabout ghosts and goblins who totally supported the princess's right to smoke.",False,,Rachel,neutral,neutral,187,8,5,18,"00:05:34,042","00:05:49,139"
1884,All right!,False,,Joey,joy,positive,189,0,4,23,"00:06:39,982","00:06:41,817"
1885,Westminster Abbey!,True,neutral,Joey,joy,positive,189,1,4,23,"00:06:41,984","00:06:44,027"
1886,"Hands down, best Abbey Ive ever seen.",False,,Joey,joy,positive,189,2,4,23,"00:06:44,195","00:06:46,780"
1887,Hey!,True,joy,Joey,joy,positive,189,3,4,23,"00:06:47,949","00:06:49,366"
1888,Okay.,False,,Joey,neutral,neutral,189,4,4,23,"00:06:49,534","00:06:50,826"
1889,"What do you think of the Abbey, Chandler?",False,,Joey,neutral,neutral,189,5,4,23,"00:06:50,993","00:06:53,036"
1890,"I think its great. Its great. Yknow, theyre thinking of changing the name of this place.",False,,Chandler,neutral,neutral,189,6,4,23,"00:06:53,871","00:06:57,040"
1891,Really? To what?,False,,Joey,surprise,negative,189,7,4,23,"0:06:57,208","0:06:58,043"
1892,To Put the Camera Away!!!,False,,Chandler,anger,negative,189,8,4,23,"0:06:58,043","0:07:00,486"
1893,"Man,",False,,Joey,neutral,neutral,189,9,4,23,"00:07:01,671","00:07:04,464"
1900,"Eh..., I dont, I dont know.",True,neutral,Chandler,sadness,negative,191,0,3,10,"0:00:02,877","0:00:04,639"
1901,What?,False,,Rachel,neutral,neutral,191,1,3,10,"0:00:04,639","0:00:05,395"
1902,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",False,,Chandler,sadness,negative,191,2,3,10,"00:00:05,505","00:00:11,677"
1903,Rachel?,False,,Gunther,neutral,neutral,191,3,3,10,"0:00:11,886","0:00:12,558"
1904,Yeah.,False,,Rachel,neutral,neutral,191,4,3,10,"0:00:12,558","0:00:14,063"
1905,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",False,,Gunther,neutral,neutral,191,5,3,10,"00:00:14,180","00:00:18,183"
1906,"Oh, sure! Do you need me to train somebody new?",False,,Rachel,joy,positive,191,6,3,10,"00:00:18,351","00:00:21,103"
1907,"Good one. Actually, ah, Terry wants you to take the training again, whenever.",False,,Gunther,neutral,neutral,191,7,3,10,"00:00:21,271","00:00:28,694"
1908,"Eh, do you believe that?",True,joy,Rachel,surprise,positive,191,8,3,10,"00:00:33,658","00:00:35,325"
1909,Yeah?,False,,Chandler,neutral,neutral,191,9,3,10,"00:00:40,874","00:00:41,915"
1910,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",True,anger,Chandler,anger,negative,192,0,6,21,"00:07:52,889","00:07:57,142"
